PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
12615,1,2,Passenger_12615,female,44.3,4,2,TKT112615,137.05,C157,C
12616,0,3,Passenger_12616,male,12.6,3,2,TKT112616,393.4,C109,S
12617,0,3,Passenger_12617,male,16.0,4,4,TKT112617,148.71,C33,S
12618,0,2,Passenger_12618,male,34.9,1,4,TKT112618,300.63,C200,S
12619,1,1,Passenger_12619,male,32.5,3,0,TKT112619,260.07,C122,S
12620,1,2,Passenger_12620,female,70.3,1,3,TKT112620,150.23,C127,C
12621,1,3,Passenger_12621,female,78.8,1,2,TKT112621,174.68,C60,S
12622,1,3,Passenger_12622,female,3.0,0,4,TKT112622,375.85,C184,S
12623,0,2,Passenger_12623,male,65.2,5,4,TKT112623,26.63,C186,S
12624,0,3,Passenger_12624,female,78.0,5,0,TKT112624,508.85,C34,C
12625,1,3,Passenger_12625,male,52.8,2,0,TKT112625,327.21,C127,S
12626,1,1,Passenger_12626,female,14.2,0,0,TKT112626,88.96,C104,S
12627,1,3,Passenger_12627,male,47.9,0,3,TKT112627,207.68,C158,S
12628,0,3,Passenger_12628,male,44.5,5,3,TKT112628,439.96,C157,C
12629,0,3,Passenger_12629,female,15.0,1,3,TKT112629,113.84,C187,S
12630,0,2,Passenger_12630,male,21.3,1,1,TKT112630,125.16,C20,S
12631,0,3,Passenger_12631,female,49.4,0,3,TKT112631,276.33,C123,S
12632,1,3,Passenger_12632,female,34.7,0,2,TKT112632,486.9,C43,S
12633,1,3,Passenger_12633,female,55.5,2,3,TKT112633,388.67,C77,S
12634,0,1,Passenger_12634,male,58.8,5,1,TKT112634,405.74,C162,S
12635,0,1,Passenger_12635,male,68.5,0,2,TKT112635,171.12,C161,C
12636,0,1,Passenger_12636,male,15.9,0,2,TKT112636,13.03,C179,C
12637,1,1,Passenger_12637,female,35.9,4,4,TKT112637,8.12,C139,S
12638,0,3,Passenger_12638,female,4.6,3,2,TKT112638,295.82,C100,S
12639,1,3,Passenger_12639,female,69.5,4,3,TKT112639,361.15,C101,S
12640,1,1,Passenger_12640,female,64.5,1,2,TKT112640,365.91,C72,S
12641,1,1,Passenger_12641,female,71.8,4,0,TKT112641,201.85,C142,S
12642,1,2,Passenger_12642,male,77.3,3,1,TKT112642,109.73,C127,S
12643,0,3,Passenger_12643,male,51.3,4,2,TKT112643,509.48,C144,Q
12644,0,2,Passenger_12644,female,25.4,4,0,TKT112644,242.0,C187,S
12645,0,3,Passenger_12645,male,39.5,4,1,TKT112645,278.87,C132,Q
12646,1,2,Passenger_12646,female,74.1,3,2,TKT112646,471.74,C20,S
12647,0,2,Passenger_12647,female,7.8,1,1,TKT112647,283.75,C123,S
12648,0,3,Passenger_12648,female,27.8,1,2,TKT112648,511.65,C51,S
12649,0,3,Passenger_12649,female,43.0,5,2,TKT112649,507.6,C182,S
12650,1,2,Passenger_12650,female,42.7,5,3,TKT112650,486.49,C153,S
12651,1,1,Passenger_12651,female,64.0,4,3,TKT112651,147.11,C4,S
12652,0,3,Passenger_12652,female,12.5,3,3,TKT112652,271.27,C102,S
12653,0,3,Passenger_12653,female,74.2,2,3,TKT112653,406.89,C129,C
12654,1,2,Passenger_12654,female,8.5,4,4,TKT112654,280.29,C146,S
12655,1,2,Passenger_12655,female,10.5,0,3,TKT112655,354.78,C87,S
12656,1,3,Passenger_12656,female,72.1,1,1,TKT112656,167.76,C150,S
12657,1,3,Passenger_12657,female,70.4,5,2,TKT112657,403.07,C21,S
12658,1,2,Passenger_12658,male,69.3,2,2,TKT112658,297.99,C41,S
12659,0,1,Passenger_12659,male,67.9,2,0,TKT112659,55.89,C76,S
12660,1,2,Passenger_12660,female,21.8,5,1,TKT112660,384.81,C156,C
12661,0,2,Passenger_12661,male,36.6,0,0,TKT112661,54.73,C37,S
12662,1,1,Passenger_12662,female,48.7,5,1,TKT112662,344.39,C129,C
12663,0,3,Passenger_12663,male,71.2,3,0,TKT112663,47.62,C152,S
12664,0,2,Passenger_12664,male,56.1,4,0,TKT112664,33.04,C71,C
12665,1,2,Passenger_12665,male,13.3,4,0,TKT112665,496.31,C179,S
12666,1,2,Passenger_12666,female,12.2,4,4,TKT112666,433.52,C10,C
12667,1,3,Passenger_12667,female,37.1,1,0,TKT112667,149.55,C178,C
12668,0,3,Passenger_12668,female,79.9,2,4,TKT112668,392.72,C61,S
12669,1,1,Passenger_12669,female,43.7,1,0,TKT112669,42.29,C61,Q
12670,0,3,Passenger_12670,male,15.5,3,4,TKT112670,139.64,C4,S
12671,1,1,Passenger_12671,female,52.1,1,1,TKT112671,50.49,C165,S
12672,1,3,Passenger_12672,male,43.5,2,4,TKT112672,259.26,C102,C
12673,1,3,Passenger_12673,female,41.0,0,0,TKT112673,181.42,C111,Q
12674,1,3,Passenger_12674,female,4.3,3,2,TKT112674,318.57,C195,S
12675,1,2,Passenger_12675,female,71.1,5,3,TKT112675,509.67,C140,S
12676,0,3,Passenger_12676,male,20.4,2,1,TKT112676,485.64,C112,S
12677,1,1,Passenger_12677,male,10.9,1,4,TKT112677,427.69,C6,S
12678,0,2,Passenger_12678,female,11.3,4,2,TKT112678,337.62,C88,C
12679,0,2,Passenger_12679,male,31.0,5,2,TKT112679,320.36,C156,S
12680,0,3,Passenger_12680,male,2.6,2,3,TKT112680,210.53,C22,S
12681,0,3,Passenger_12681,male,7.4,5,2,TKT112681,60.21,C55,Q
12682,0,3,Passenger_12682,male,50.9,3,1,TKT112682,247.29,C117,S
12683,0,3,Passenger_12683,male,12.0,2,0,TKT112683,46.16,C63,C
12684,0,1,Passenger_12684,male,0.4,1,2,TKT112684,106.67,C72,S
12685,1,3,Passenger_12685,female,33.0,3,1,TKT112685,260.32,C178,C
12686,0,1,Passenger_12686,male,17.4,2,4,TKT112686,329.56,C50,S
12687,0,3,Passenger_12687,female,12.7,2,2,TKT112687,139.97,C88,S
12688,0,3,Passenger_12688,male,4.0,3,2,TKT112688,499.48,C95,C
12689,0,1,Passenger_12689,male,61.0,4,2,TKT112689,262.5,C88,S
12690,0,3,Passenger_12690,male,33.1,3,3,TKT112690,125.16,C78,S
12691,0,3,Passenger_12691,female,15.2,5,3,TKT112691,185.47,C29,S
12692,0,3,Passenger_12692,female,39.3,0,3,TKT112692,201.14,C31,S
12693,0,3,Passenger_12693,female,30.8,3,0,TKT112693,400.35,C85,C
12694,0,1,Passenger_12694,male,48.8,0,3,TKT112694,34.87,C23,S
12695,1,3,Passenger_12695,female,4.9,3,1,TKT112695,358.25,C28,C
12696,1,3,Passenger_12696,female,17.8,4,1,TKT112696,24.03,C76,Q
12697,1,3,Passenger_12697,female,52.8,3,0,TKT112697,67.63,C18,S
12698,1,3,Passenger_12698,female,29.9,0,3,TKT112698,319.0,C47,C
12699,0,3,Passenger_12699,male,42.4,0,1,TKT112699,95.47,C51,S
12700,0,3,Passenger_12700,female,31.5,2,4,TKT112700,348.09,C102,S
12701,0,1,Passenger_12701,male,13.0,0,0,TKT112701,215.73,C200,S
12702,0,3,Passenger_12702,male,61.6,5,3,TKT112702,362.75,C119,S
12703,1,3,Passenger_12703,male,38.1,0,0,TKT112703,399.67,C76,S
12704,1,1,Passenger_12704,female,40.2,5,2,TKT112704,203.87,C99,S
12705,1,1,Passenger_12705,male,10.9,1,1,TKT112705,320.89,C182,S
12706,1,1,Passenger_12706,female,41.5,0,4,TKT112706,169.08,C121,S
12707,0,1,Passenger_12707,male,67.7,5,2,TKT112707,43.45,C7,S
12708,0,3,Passenger_12708,male,50.7,3,1,TKT112708,98.02,C15,C
12709,1,2,Passenger_12709,male,30.7,3,1,TKT112709,126.1,C7,S
12710,1,3,Passenger_12710,female,60.3,4,2,TKT112710,445.78,C157,S
12711,1,2,Passenger_12711,female,10.3,3,2,TKT112711,237.27,C28,C
12712,1,1,Passenger_12712,female,47.2,3,4,TKT112712,227.39,C173,S
12713,0,2,Passenger_12713,female,72.1,1,3,TKT112713,485.17,C162,Q
12714,1,1,Passenger_12714,male,38.1,5,1,TKT112714,44.71,C148,C
12715,0,3,Passenger_12715,male,49.8,3,4,TKT112715,113.23,C123,S
12716,0,3,Passenger_12716,male,41.8,1,1,TKT112716,249.24,C13,S
12717,1,1,Passenger_12717,female,77.4,3,4,TKT112717,410.07,C87,S
12718,1,2,Passenger_12718,female,12.3,2,0,TKT112718,222.99,C7,S
12719,0,2,Passenger_12719,female,52.5,1,4,TKT112719,8.72,C113,S
12720,0,3,Passenger_12720,female,73.7,3,4,TKT112720,14.5,C115,S
12721,0,3,Passenger_12721,female,24.3,0,1,TKT112721,52.58,C81,Q
12722,0,3,Passenger_12722,female,42.0,5,1,TKT112722,108.87,C56,C
12723,1,1,Passenger_12723,female,1.0,1,1,TKT112723,268.51,C6,S
12724,0,3,Passenger_12724,male,20.1,5,0,TKT112724,40.43,C71,Q
12725,1,3,Passenger_12725,female,5.8,3,4,TKT112725,23.37,C171,S
12726,1,1,Passenger_12726,male,30.4,0,0,TKT112726,90.34,C199,S
12727,0,3,Passenger_12727,male,25.3,1,0,TKT112727,334.78,C168,C
12728,1,3,Passenger_12728,female,38.9,0,2,TKT112728,89.37,C117,S
12729,0,3,Passenger_12729,male,45.4,5,0,TKT112729,294.01,C200,C
12730,1,1,Passenger_12730,male,30.3,4,1,TKT112730,210.22,C71,S
12731,0,3,Passenger_12731,female,70.5,4,2,TKT112731,505.65,C85,S
12732,1,2,Passenger_12732,male,3.7,1,1,TKT112732,299.39,C119,C
12733,1,3,Passenger_12733,male,75.0,1,0,TKT112733,188.45,C28,S
12734,1,2,Passenger_12734,male,9.3,4,2,TKT112734,386.27,C114,C
12735,1,3,Passenger_12735,female,73.0,2,4,TKT112735,384.76,C173,S
12736,0,1,Passenger_12736,female,58.9,0,0,TKT112736,376.38,C162,S
12737,1,3,Passenger_12737,female,50.6,0,4,TKT112737,74.76,C40,S
12738,1,1,Passenger_12738,female,37.6,5,4,TKT112738,244.39,C154,S
12739,1,2,Passenger_12739,female,34.1,3,2,TKT112739,222.8,C111,Q
12740,0,2,Passenger_12740,female,23.3,5,0,TKT112740,330.37,C29,S
12741,0,3,Passenger_12741,male,55.3,3,4,TKT112741,7.21,C116,S
12742,1,1,Passenger_12742,female,79.0,5,2,TKT112742,301.58,C158,S
12743,0,3,Passenger_12743,male,23.9,2,2,TKT112743,196.84,C153,S
12744,0,3,Passenger_12744,male,73.7,3,1,TKT112744,309.65,C151,S
12745,0,1,Passenger_12745,female,65.8,4,2,TKT112745,91.19,C91,S
12746,1,1,Passenger_12746,male,51.6,0,4,TKT112746,471.93,C17,C
12747,0,3,Passenger_12747,female,40.3,1,1,TKT112747,178.24,C8,S
12748,1,2,Passenger_12748,male,29.7,0,2,TKT112748,370.87,C4,S
12749,0,3,Passenger_12749,male,65.7,4,0,TKT112749,165.84,C199,S
12750,0,3,Passenger_12750,male,57.8,4,4,TKT112750,498.5,C2,S
12751,0,1,Passenger_12751,female,18.1,0,1,TKT112751,483.35,C180,Q
12752,1,1,Passenger_12752,female,77.7,3,2,TKT112752,143.91,C96,S
12753,1,3,Passenger_12753,male,57.0,1,0,TKT112753,307.25,C40,S
12754,0,2,Passenger_12754,male,51.8,0,4,TKT112754,210.48,C137,S
12755,1,3,Passenger_12755,male,25.0,4,2,TKT112755,146.67,C156,S
12756,1,3,Passenger_12756,female,9.4,2,3,TKT112756,24.45,C98,S
12757,1,2,Passenger_12757,female,14.9,1,1,TKT112757,261.06,C189,S
12758,0,3,Passenger_12758,male,53.2,0,1,TKT112758,96.91,C190,S
12759,1,1,Passenger_12759,female,64.7,2,4,TKT112759,340.92,C74,Q
12760,1,3,Passenger_12760,male,38.6,5,3,TKT112760,21.81,C106,C
12761,0,3,Passenger_12761,male,27.4,2,4,TKT112761,232.5,C48,C
12762,0,3,Passenger_12762,female,54.7,2,4,TKT112762,298.72,C57,S
12763,1,3,Passenger_12763,female,18.1,3,2,TKT112763,85.79,C161,S
12764,1,1,Passenger_12764,female,14.7,3,0,TKT112764,421.12,C183,S
12765,0,3,Passenger_12765,male,68.9,4,3,TKT112765,481.52,C129,S
12766,1,2,Passenger_12766,female,11.2,1,2,TKT112766,266.28,C33,S
12767,0,3,Passenger_12767,male,75.2,5,2,TKT112767,318.25,C139,S
12768,1,1,Passenger_12768,female,54.4,0,4,TKT112768,414.18,C52,S
12769,1,2,Passenger_12769,female,71.7,3,0,TKT112769,175.9,C101,S
12770,0,3,Passenger_12770,female,33.0,4,0,TKT112770,255.9,C45,S
12771,1,1,Passenger_12771,female,77.8,0,1,TKT112771,196.25,C76,C
12772,1,3,Passenger_12772,female,60.9,0,2,TKT112772,157.99,C67,S
12773,0,1,Passenger_12773,male,8.4,1,4,TKT112773,202.81,C13,S
12774,0,3,Passenger_12774,male,78.0,2,3,TKT112774,56.34,C23,S
12775,1,3,Passenger_12775,female,59.6,1,3,TKT112775,422.28,C132,S
12776,0,3,Passenger_12776,male,60.0,0,2,TKT112776,180.95,C190,S
12777,1,1,Passenger_12777,female,44.0,0,4,TKT112777,99.08,C111,S
12778,0,3,Passenger_12778,male,59.1,3,2,TKT112778,234.22,C153,S
12779,1,2,Passenger_12779,male,36.5,0,2,TKT112779,212.49,C196,S
12780,0,3,Passenger_12780,male,17.3,2,2,TKT112780,490.93,C155,S
12781,1,3,Passenger_12781,female,42.2,5,0,TKT112781,255.89,C10,S
12782,1,1,Passenger_12782,male,42.7,1,4,TKT112782,72.57,C5,C
12783,1,3,Passenger_12783,male,36.9,1,0,TKT112783,74.22,C61,S
12784,1,3,Passenger_12784,female,66.1,3,4,TKT112784,45.89,C18,S
12785,1,3,Passenger_12785,female,25.4,4,4,TKT112785,233.08,C191,C
12786,0,1,Passenger_12786,male,45.5,2,1,TKT112786,218.87,C149,S
12787,1,2,Passenger_12787,female,72.9,1,0,TKT112787,420.47,C172,C
12788,0,3,Passenger_12788,male,71.2,1,3,TKT112788,236.83,C23,S
12789,1,1,Passenger_12789,female,53.2,1,0,TKT112789,362.22,C154,S
12790,0,3,Passenger_12790,male,63.1,3,0,TKT112790,424.88,C39,S
12791,0,1,Passenger_12791,male,4.6,0,4,TKT112791,335.09,C2,S
12792,0,3,Passenger_12792,male,77.6,2,0,TKT112792,402.38,C148,S
12793,1,3,Passenger_12793,female,75.6,5,3,TKT112793,453.24,C63,S
12794,1,3,Passenger_12794,male,36.1,5,3,TKT112794,119.98,C52,S
12795,0,3,Passenger_12795,male,40.2,1,0,TKT112795,82.55,C12,C
12796,0,3,Passenger_12796,male,28.9,0,2,TKT112796,432.41,C26,S
12797,1,1,Passenger_12797,male,37.6,2,0,TKT112797,484.85,C38,S
12798,0,1,Passenger_12798,male,27.9,0,2,TKT112798,499.56,C177,S
12799,1,3,Passenger_12799,female,26.4,3,3,TKT112799,487.55,C7,S
12800,1,3,Passenger_12800,female,25.3,2,4,TKT112800,34.32,C109,C
12801,0,2,Passenger_12801,male,36.8,1,2,TKT112801,394.21,C139,S
12802,0,3,Passenger_12802,male,62.0,3,1,TKT112802,431.4,C133,S
12803,1,2,Passenger_12803,female,19.2,3,2,TKT112803,53.89,C83,Q
12804,0,3,Passenger_12804,female,65.6,0,3,TKT112804,301.31,C20,C
12805,0,2,Passenger_12805,male,79.2,1,4,TKT112805,261.07,C14,S
12806,0,3,Passenger_12806,female,56.9,1,2,TKT112806,145.69,C168,S
12807,0,3,Passenger_12807,male,71.6,1,4,TKT112807,441.62,C177,Q
12808,1,1,Passenger_12808,female,15.6,2,3,TKT112808,61.05,C144,C
12809,0,3,Passenger_12809,female,72.3,4,4,TKT112809,420.05,C183,S
12810,1,1,Passenger_12810,female,60.2,2,1,TKT112810,388.94,C197,S
12811,1,3,Passenger_12811,female,39.9,5,2,TKT112811,182.52,C139,C
12812,0,3,Passenger_12812,male,14.6,4,4,TKT112812,90.97,C17,S
12813,1,2,Passenger_12813,female,33.1,1,4,TKT112813,455.96,C22,S
12814,0,2,Passenger_12814,male,23.7,3,1,TKT112814,436.21,C68,C
12815,1,3,Passenger_12815,female,61.2,1,0,TKT112815,285.1,C199,S
12816,1,3,Passenger_12816,female,37.0,2,2,TKT112816,228.04,C60,S
12817,1,3,Passenger_12817,female,57.3,3,2,TKT112817,213.19,C159,S
12818,0,3,Passenger_12818,male,19.8,1,2,TKT112818,208.79,C53,S
12819,0,3,Passenger_12819,male,52.9,2,0,TKT112819,307.22,C165,S
12820,1,3,Passenger_12820,female,36.4,1,0,TKT112820,81.45,C133,C
12821,0,3,Passenger_12821,male,61.2,2,2,TKT112821,12.15,C153,S
12822,1,1,Passenger_12822,male,79.4,1,0,TKT112822,71.97,C109,S
12823,1,3,Passenger_12823,female,67.8,4,3,TKT112823,498.59,C169,S
12824,1,2,Passenger_12824,female,77.6,4,4,TKT112824,406.18,C1,C
12825,0,2,Passenger_12825,male,74.3,2,1,TKT112825,483.6,C196,Q
12826,1,3,Passenger_12826,female,66.5,2,1,TKT112826,315.48,C169,S
12827,1,2,Passenger_12827,female,17.6,3,0,TKT112827,65.43,C158,C
12828,0,2,Passenger_12828,male,18.5,1,0,TKT112828,8.05,C17,C
12829,0,3,Passenger_12829,female,21.1,1,0,TKT112829,399.77,C9,Q
12830,1,2,Passenger_12830,female,42.1,4,1,TKT112830,170.1,C47,C
12831,1,3,Passenger_12831,male,71.6,0,4,TKT112831,212.22,C184,S
12832,1,1,Passenger_12832,female,60.2,5,3,TKT112832,259.7,C122,C
12833,1,3,Passenger_12833,female,10.1,3,0,TKT112833,486.09,C158,S
12834,0,2,Passenger_12834,male,64.2,0,0,TKT112834,44.31,C19,C
12835,0,3,Passenger_12835,male,21.6,3,1,TKT112835,457.03,C133,S
12836,1,3,Passenger_12836,female,56.5,3,1,TKT112836,471.67,C107,S
12837,0,1,Passenger_12837,female,7.4,0,1,TKT112837,337.47,C80,S
12838,1,3,Passenger_12838,male,54.0,2,2,TKT112838,179.1,C45,S
12839,1,1,Passenger_12839,female,39.8,3,2,TKT112839,311.7,C47,C
12840,1,3,Passenger_12840,female,32.5,3,0,TKT112840,43.82,C46,C
12841,0,1,Passenger_12841,male,55.6,5,2,TKT112841,62.48,C83,S
12842,1,3,Passenger_12842,female,53.8,3,0,TKT112842,95.78,C2,S
12843,0,3,Passenger_12843,male,15.3,3,0,TKT112843,300.67,C185,S
12844,0,3,Passenger_12844,male,18.1,0,0,TKT112844,273.22,C40,Q
12845,1,2,Passenger_12845,male,28.2,0,2,TKT112845,181.68,C53,S
12846,0,1,Passenger_12846,male,68.6,2,0,TKT112846,190.06,C155,S
12847,1,2,Passenger_12847,female,3.2,4,0,TKT112847,328.78,C111,S
12848,0,1,Passenger_12848,male,24.8,4,4,TKT112848,74.85,C4,S
12849,0,3,Passenger_12849,female,77.3,0,3,TKT112849,180.0,C157,S
12850,1,2,Passenger_12850,female,15.1,0,4,TKT112850,206.39,C10,C
12851,1,2,Passenger_12851,male,43.2,4,1,TKT112851,419.67,C33,C
12852,0,3,Passenger_12852,female,61.6,5,3,TKT112852,304.05,C77,S
12853,0,1,Passenger_12853,male,6.6,1,0,TKT112853,336.13,C8,S
12854,1,1,Passenger_12854,female,57.1,4,1,TKT112854,413.47,C131,S
12855,1,1,Passenger_12855,male,21.7,5,2,TKT112855,63.71,C121,C
12856,1,3,Passenger_12856,female,41.4,3,4,TKT112856,282.79,C148,S
12857,0,2,Passenger_12857,female,56.8,1,2,TKT112857,244.92,C100,S
12858,0,1,Passenger_12858,male,4.5,1,4,TKT112858,319.41,C161,S
12859,1,3,Passenger_12859,female,20.7,4,1,TKT112859,457.12,C117,C
12860,0,3,Passenger_12860,female,76.7,4,3,TKT112860,314.06,C125,S
12861,1,3,Passenger_12861,female,27.0,0,1,TKT112861,352.42,C84,C
12862,1,1,Passenger_12862,female,31.0,1,1,TKT112862,42.57,C64,S
12863,0,2,Passenger_12863,female,41.7,2,2,TKT112863,202.65,C19,S
12864,1,3,Passenger_12864,female,12.5,4,0,TKT112864,186.46,C118,C
12865,0,2,Passenger_12865,male,36.1,2,3,TKT112865,436.2,C168,S
12866,0,2,Passenger_12866,male,59.0,1,4,TKT112866,343.51,C17,S
12867,0,2,Passenger_12867,female,47.9,1,2,TKT112867,430.55,C149,S
12868,0,2,Passenger_12868,male,48.6,3,0,TKT112868,361.5,C155,S
12869,1,3,Passenger_12869,female,56.3,1,3,TKT112869,95.19,C129,Q
12870,1,2,Passenger_12870,female,8.1,2,2,TKT112870,387.95,C20,S
12871,1,1,Passenger_12871,female,26.3,2,4,TKT112871,238.11,C3,C
12872,0,3,Passenger_12872,male,54.5,0,3,TKT112872,475.29,C58,S
12873,1,2,Passenger_12873,female,50.1,2,3,TKT112873,81.69,C63,Q
12874,0,3,Passenger_12874,female,61.4,4,2,TKT112874,452.01,C68,S
12875,1,3,Passenger_12875,female,16.7,0,0,TKT112875,445.98,C37,C
12876,1,2,Passenger_12876,female,73.0,5,2,TKT112876,479.33,C130,C
12877,0,3,Passenger_12877,male,29.2,5,4,TKT112877,357.27,C18,S
12878,0,2,Passenger_12878,male,7.9,5,2,TKT112878,419.05,C46,S
12879,0,3,Passenger_12879,male,34.2,0,1,TKT112879,370.65,C25,S
12880,1,3,Passenger_12880,male,43.9,0,3,TKT112880,376.8,C64,S
12881,1,3,Passenger_12881,female,79.3,0,4,TKT112881,23.17,C167,C
12882,0,3,Passenger_12882,male,30.7,2,1,TKT112882,290.7,C148,S
12883,1,2,Passenger_12883,female,34.0,5,4,TKT112883,409.76,C68,S
12884,0,2,Passenger_12884,male,57.1,1,2,TKT112884,86.09,C65,S
12885,1,3,Passenger_12885,female,77.6,4,4,TKT112885,246.81,C175,C
12886,0,3,Passenger_12886,male,50.0,3,0,TKT112886,136.63,C77,C
12887,1,3,Passenger_12887,female,3.4,4,3,TKT112887,345.34,C46,Q
12888,1,3,Passenger_12888,female,37.3,1,1,TKT112888,273.32,C103,Q
12889,1,1,Passenger_12889,male,11.3,1,0,TKT112889,472.95,C15,S
12890,0,1,Passenger_12890,male,3.7,0,2,TKT112890,242.01,C186,Q
12891,0,2,Passenger_12891,male,7.9,3,3,TKT112891,341.73,C123,Q
12892,0,3,Passenger_12892,female,28.7,4,3,TKT112892,176.03,C21,C
12893,1,3,Passenger_12893,female,29.3,4,4,TKT112893,226.55,C75,C
12894,1,2,Passenger_12894,female,7.8,1,3,TKT112894,216.44,C166,S
12895,0,1,Passenger_12895,male,64.6,0,4,TKT112895,179.2,C174,S
12896,0,3,Passenger_12896,female,63.1,3,4,TKT112896,66.69,C91,S
12897,1,2,Passenger_12897,male,76.3,2,2,TKT112897,338.64,C149,S
12898,0,2,Passenger_12898,male,51.8,0,0,TKT112898,88.73,C175,S
12899,0,3,Passenger_12899,male,8.0,2,0,TKT112899,306.14,C117,S
12900,1,3,Passenger_12900,female,32.5,0,4,TKT112900,278.12,C4,S
12901,1,3,Passenger_12901,female,26.8,0,2,TKT112901,38.97,C78,S
12902,1,1,Passenger_12902,male,13.2,3,3,TKT112902,86.95,C2,S
12903,1,3,Passenger_12903,female,4.8,4,3,TKT112903,147.26,C185,S
12904,1,1,Passenger_12904,male,60.5,4,4,TKT112904,268.6,C81,S
12905,0,3,Passenger_12905,male,56.4,5,0,TKT112905,475.55,C55,S
12906,0,2,Passenger_12906,male,36.2,3,4,TKT112906,242.12,C36,S
12907,0,3,Passenger_12907,male,50.7,0,2,TKT112907,231.35,C190,C
12908,1,3,Passenger_12908,female,9.2,5,1,TKT112908,141.92,C192,Q
12909,1,1,Passenger_12909,male,20.8,1,4,TKT112909,250.67,C18,S
12910,0,3,Passenger_12910,male,31.1,4,3,TKT112910,61.98,C106,Q
12911,0,3,Passenger_12911,male,39.8,5,0,TKT112911,87.29,C113,C
12912,1,1,Passenger_12912,male,28.0,4,4,TKT112912,481.71,C43,S
12913,1,2,Passenger_12913,female,33.0,3,2,TKT112913,270.37,C128,C
12914,1,3,Passenger_12914,female,12.6,3,1,TKT112914,125.38,C44,S
12915,1,1,Passenger_12915,male,26.6,0,2,TKT112915,508.74,C169,S
12916,0,3,Passenger_12916,male,4.2,3,3,TKT112916,40.57,C193,S
12917,0,2,Passenger_12917,male,51.7,3,2,TKT112917,419.24,C184,S
12918,1,3,Passenger_12918,male,4.7,2,3,TKT112918,440.02,C77,S
12919,1,3,Passenger_12919,male,17.3,5,2,TKT112919,97.7,C113,S
12920,1,1,Passenger_12920,male,56.3,5,0,TKT112920,29.26,C142,S
12921,1,3,Passenger_12921,female,26.1,2,4,TKT112921,448.54,C138,Q
12922,0,3,Passenger_12922,male,79.0,4,2,TKT112922,103.27,C157,S
12923,1,2,Passenger_12923,male,35.4,5,0,TKT112923,306.72,C149,S
12924,0,1,Passenger_12924,male,63.1,4,1,TKT112924,475.91,C84,Q
12925,1,3,Passenger_12925,male,20.1,2,4,TKT112925,96.45,C190,S
12926,1,3,Passenger_12926,female,41.4,1,0,TKT112926,134.89,C135,S
12927,0,3,Passenger_12927,female,68.6,4,4,TKT112927,200.85,C170,C
12928,1,1,Passenger_12928,female,44.6,4,2,TKT112928,274.74,C162,S
12929,1,3,Passenger_12929,female,38.1,5,0,TKT112929,57.77,C29,S
12930,1,1,Passenger_12930,male,1.1,4,4,TKT112930,310.25,C1,Q
12931,1,3,Passenger_12931,male,72.3,2,1,TKT112931,280.39,C91,Q
12932,0,3,Passenger_12932,male,66.3,1,3,TKT112932,211.33,C141,Q
12933,1,2,Passenger_12933,male,45.0,2,2,TKT112933,378.97,C143,S
12934,1,2,Passenger_12934,female,28.3,4,2,TKT112934,12.44,C79,Q
12935,1,3,Passenger_12935,female,75.5,2,0,TKT112935,255.25,C154,S
12936,1,3,Passenger_12936,female,31.8,5,0,TKT112936,84.34,C92,C
12937,1,3,Passenger_12937,male,51.5,5,0,TKT112937,284.71,C12,S
12938,0,1,Passenger_12938,male,69.8,5,1,TKT112938,412.03,C198,Q
12939,1,3,Passenger_12939,female,62.6,0,0,TKT112939,477.63,C136,S
12940,0,3,Passenger_12940,male,12.2,4,4,TKT112940,258.43,C148,S
12941,1,1,Passenger_12941,male,58.2,5,2,TKT112941,417.8,C159,C
12942,1,1,Passenger_12942,female,48.0,0,3,TKT112942,225.33,C125,S
12943,1,3,Passenger_12943,male,15.4,3,1,TKT112943,28.29,C10,S
12944,1,1,Passenger_12944,male,47.7,1,0,TKT112944,348.74,C103,C
12945,0,3,Passenger_12945,female,67.8,2,4,TKT112945,222.27,C129,S
12946,1,2,Passenger_12946,female,43.2,2,1,TKT112946,481.79,C73,S
12947,1,1,Passenger_12947,male,26.1,0,3,TKT112947,366.2,C109,C
12948,1,2,Passenger_12948,female,32.6,1,4,TKT112948,361.21,C121,S
12949,0,1,Passenger_12949,male,43.0,2,3,TKT112949,349.23,C86,S
12950,1,3,Passenger_12950,female,26.5,4,0,TKT112950,465.39,C132,S
12951,0,3,Passenger_12951,female,55.7,2,2,TKT112951,90.01,C35,S
12952,1,3,Passenger_12952,female,70.7,4,2,TKT112952,204.42,C183,C
12953,1,3,Passenger_12953,female,39.3,0,3,TKT112953,169.54,C124,S
12954,0,3,Passenger_12954,male,66.0,5,3,TKT112954,235.3,C154,S
12955,0,3,Passenger_12955,male,3.5,1,2,TKT112955,478.38,C90,S
12956,0,3,Passenger_12956,male,6.4,2,2,TKT112956,292.66,C105,C
12957,1,3,Passenger_12957,female,59.1,1,4,TKT112957,88.32,C129,S
12958,1,3,Passenger_12958,female,38.3,1,4,TKT112958,370.69,C138,S
12959,1,2,Passenger_12959,female,19.2,5,1,TKT112959,365.46,C115,S
12960,1,2,Passenger_12960,female,4.8,0,3,TKT112960,302.33,C148,S
12961,0,3,Passenger_12961,female,47.0,0,0,TKT112961,197.69,C149,Q
